id,stage,spoke,act,text,source,workstream,psych_axis,composite_vb
1,refusal,3,departure,I keep waiting for the perfect moment to start.,core,core,fear_vs_action,[act=departure | stage=refusal | spoke=3 | source=core | workstream=core | psych_axis=fear_vs_action] :: I keep waiting for the perfect moment to start.
130,return,10,return,I choose creation over destruction: rebuild the self without burning the world.,fight_club,story,practice_vs_fantasy,[act=return | stage=return | spoke=10 | source=fight_club | workstream=story | psych_axis=practice_vs_fantasy] :: I choose creation over destruction: rebuild the self without burning the world.
131,refusal,3,departure,"I inherit a story about who I am, and it doesn’t fit anymore.",kingdom_of_heaven,story,attachment_vs_love,"[act=departure | stage=refusal | spoke=3 | source=kingdom_of_heaven | workstream=story | psych_axis=attachment_vs_love] :: I inherit a story about who I am, and it doesn’t fit anymore."
132,call,2,departure,A mentor calls me to a higher standard: ‘be better than your past.’,kingdom_of_heaven,story,numbness_vs_presence,[act=departure | stage=call | spoke=2 | source=kingdom_of_heaven | workstream=story | psych_axis=numbness_vs_presence] :: A mentor calls me to a higher standard: ‘be better than your past.’
133,threshold,5,departure,I leave the familiar to pursue a harder kind of honor.,kingdom_of_heaven,story,ego_vs_service,[act=departure | stage=threshold | spoke=5 | source=kingdom_of_heaven | workstream=story | psych_axis=ego_vs_service] :: I leave the familiar to pursue a harder kind of honor.
134,allies,6,initiation,"I learn leadership is service, not dominance.",kingdom_of_heaven,story,image_vs_integrity,"[act=initiation | stage=allies | spoke=6 | source=kingdom_of_heaven | workstream=story | psych_axis=image_vs_integrity] :: I learn leadership is service, not dominance."
135,ordeal,8,initiation,I hold the line when fear says run.,kingdom_of_heaven,story,fear_vs_action,[act=initiation | stage=ordeal | spoke=8 | source=kingdom_of_heaven | workstream=story | psych_axis=fear_vs_action] :: I hold the line when fear says run.
136,integration,11,return,"I choose mercy over ego, even when it costs me.",kingdom_of_heaven,story,chaos_vs_structure,"[act=return | stage=integration | spoke=11 | source=kingdom_of_heaven | workstream=story | psych_axis=chaos_vs_structure] :: I choose mercy over ego, even when it costs me."
137,reward,9,initiation,I protect people who can’t protect themselves; my values become real.,kingdom_of_heaven,story,mentorship_vs_dependence,[act=initiation | stage=reward | spoke=9 | source=kingdom_of_heaven | workstream=story | psych_axis=mentorship_vs_dependence] :: I protect people who can’t protect themselves; my values become real.
138,tests,6,initiation,I negotiate with power without selling my soul.,kingdom_of_heaven,story,domination_vs_compassion,[act=initiation | stage=tests | spoke=6 | source=kingdom_of_heaven | workstream=story | psych_axis=domination_vs_compassion] :: I negotiate with power without selling my soul.
139,ordeal,8,initiation,I accept loss without losing my integrity.,kingdom_of_heaven,story,projection_vs_ownership,[act=initiation | stage=ordeal | spoke=8 | source=kingdom_of_heaven | workstream=story | psych_axis=projection_vs_ownership] :: I accept loss without losing my integrity.
140,return,10,return,"I return changed: not a legend, but a man who keeps his vow.",kingdom_of_heaven,story,practice_vs_fantasy,"[act=return | stage=return | spoke=10 | source=kingdom_of_heaven | workstream=story | psych_axis=practice_vs_fantasy] :: I return changed: not a legend, but a man who keeps his vow."
141,refusal,3,departure,"I sense the set is too perfect, but I keep smiling for the cameras.",truman,story,image_vs_integrity,"[act=departure | stage=refusal | spoke=3 | source=truman | workstream=story | psych_axis=image_vs_integrity] :: I sense the set is too perfect, but I keep smiling for the cameras."
142,call,2,departure,A crack appears in the world; I can’t unsee that my life might be staged.,truman,story,certainty_vs_trust,[act=departure | stage=call | spoke=2 | source=truman | workstream=story | psych_axis=certainty_vs_trust] :: A crack appears in the world; I can’t unsee that my life might be staged.
143,threshold,5,departure,I test the boundaries of the script and choose truth over comfort.,truman,story,control_vs_autonomy,[act=departure | stage=threshold | spoke=5 | source=truman | workstream=story | psych_axis=control_vs_autonomy] :: I test the boundaries of the script and choose truth over comfort.
144,tests,6,initiation,The system pushes back; I learn that freedom requires sustained courage.,truman,story,ego_vs_discipline,[act=initiation | stage=tests | spoke=6 | source=truman | workstream=story | psych_axis=ego_vs_discipline] :: The system pushes back; I learn that freedom requires sustained courage.
145,approach,7,initiation,I stop asking for permission and start planning my exit with calm precision.,truman,story,comfort_vs_truth,[act=initiation | stage=approach | spoke=7 | source=truman | workstream=story | psych_axis=comfort_vs_truth] :: I stop asking for permission and start planning my exit with calm precision.
146,ordeal,8,initiation,I face the fear designed to keep me small and walk through it anyway.,truman,story,image_vs_integrity,[act=initiation | stage=ordeal | spoke=8 | source=truman | workstream=story | psych_axis=image_vs_integrity] :: I face the fear designed to keep me small and walk through it anyway.
147,return,10,return,"I step into the unknown: no applause, just a real life I choose.",truman,story,practice_vs_fantasy,"[act=return | stage=return | spoke=10 | source=truman | workstream=story | psych_axis=practice_vs_fantasy] :: I step into the unknown: no applause, just a real life I choose."
148,refusal,3,departure,"I tell myself it’s just a dream, because doubt is safer than responsibility.",inception,story,fear_vs_action,"[act=departure | stage=refusal | spoke=3 | source=inception | workstream=story | psych_axis=fear_vs_action] :: I tell myself it’s just a dream, because doubt is safer than responsibility."
149,call,2,departure,A mission appears: plant an idea that could change everything.,inception,story,domination_vs_compassion,[act=departure | stage=call | spoke=2 | source=inception | workstream=story | psych_axis=domination_vs_compassion] :: A mission appears: plant an idea that could change everything.
150,threshold,5,departure,"I accept the deeper layer: to build reality, I must face my own mind.",inception,story,ego_vs_service,"[act=departure | stage=threshold | spoke=5 | source=inception | workstream=story | psych_axis=ego_vs_service] :: I accept the deeper layer: to build reality, I must face my own mind."
151,tests,6,initiation,I run drills in layers of pressure; skill replaces panic.,inception,story,projection_vs_ownership,[act=initiation | stage=tests | spoke=6 | source=inception | workstream=story | psych_axis=projection_vs_ownership] :: I run drills in layers of pressure; skill replaces panic.
152,allies,6,initiation,I assemble a team where each strength covers another’s weakness.,inception,story,numbness_vs_presence,[act=initiation | stage=allies | spoke=6 | source=inception | workstream=story | psych_axis=numbness_vs_presence] :: I assemble a team where each strength covers another’s weakness.
153,approach,7,initiation,I design the plan down to the timing: structure becomes sanity.,inception,story,attachment_vs_love,[act=initiation | stage=approach | spoke=7 | source=inception | workstream=story | psych_axis=attachment_vs_love] :: I design the plan down to the timing: structure becomes sanity.
154,ordeal,8,initiation,I confront the memory that sabotages me and refuse to let it steer.,inception,story,image_vs_integrity,[act=initiation | stage=ordeal | spoke=8 | source=inception | workstream=story | psych_axis=image_vs_integrity] :: I confront the memory that sabotages me and refuse to let it steer.
155,integration,11,return,"I choose a grounded inner compass: I can’t control reality, but I can choose integrity.",inception,story,practice_vs_fantasy,"[act=return | stage=integration | spoke=11 | source=inception | workstream=story | psych_axis=practice_vs_fantasy] :: I choose a grounded inner compass: I can’t control reality, but I can choose integrity."
156,return,10,return,"I come back changed: less attached to certainty, more committed to what I build.",inception,story,ego_vs_discipline,"[act=return | stage=return | spoke=10 | source=inception | workstream=story | psych_axis=ego_vs_discipline] :: I come back changed: less attached to certainty, more committed to what I build."
157,refusal,3,departure,"I play along with the story I’m sold, even when it smells like rot.",la_confidential,story,control_vs_autonomy,"[act=departure | stage=refusal | spoke=3 | source=la_confidential | workstream=story | psych_axis=control_vs_autonomy] :: I play along with the story I’m sold, even when it smells like rot."
158,call,2,departure,I see the corruption behind the badge; the truth demands a price.,la_confidential,story,certainty_vs_trust,[act=departure | stage=call | spoke=2 | source=la_confidential | workstream=story | psych_axis=certainty_vs_trust] :: I see the corruption behind the badge; the truth demands a price.
159,threshold,5,departure,I stop performing loyalty and start investigating what power hides.,la_confidential,story,fear_vs_action,[act=departure | stage=threshold | spoke=5 | source=la_confidential | workstream=story | psych_axis=fear_vs_action] :: I stop performing loyalty and start investigating what power hides.
160,tests,6,initiation,Every clue creates enemies; I learn to move quietly and verify everything.,la_confidential,story,domination_vs_compassion,[act=initiation | stage=tests | spoke=6 | source=la_confidential | workstream=story | psych_axis=domination_vs_compassion] :: Every clue creates enemies; I learn to move quietly and verify everything.
161,allies,6,initiation,I find unlikely partners: integrity can be shared even among rivals.,la_confidential,story,ego_vs_service,[act=initiation | stage=allies | spoke=6 | source=la_confidential | workstream=story | psych_axis=ego_vs_service] :: I find unlikely partners: integrity can be shared even among rivals.
162,ordeal,8,initiation,"I face the cost of truth: reputation, safety, and the comfort of lies.",la_confidential,story,image_vs_integrity,"[act=initiation | stage=ordeal | spoke=8 | source=la_confidential | workstream=story | psych_axis=image_vs_integrity] :: I face the cost of truth: reputation, safety, and the comfort of lies."
163,reward,9,initiation,The pattern snaps into focus; I can finally name what’s really happening.,la_confidential,story,practice_vs_fantasy,[act=initiation | stage=reward | spoke=9 | source=la_confidential | workstream=story | psych_axis=practice_vs_fantasy] :: The pattern snaps into focus; I can finally name what’s really happening.
164,return,10,return,I choose justice over image and walk forward with my conscience intact.,la_confidential,story,projection_vs_ownership,[act=return | stage=return | spoke=10 | source=la_confidential | workstream=story | psych_axis=projection_vs_ownership] :: I choose justice over image and walk forward with my conscience intact.
